section,page_no,sl_no_on_page,applicant,date_application,date_ruling,subject,ruling_no,pdf_link,pdf_available
Mumbai Rulings,42,412,M/s BASF India Ltd.,24.03.2021,04.06.2021,Import and trading of animal feed/supplements of Vitamin Premixes Carotenoids Organic Acids Clay/Gly,CAAR/Mum/ARC/13/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/3. Ms BASF India Ltd.pdf,YES
Mumbai Rulings,42,413,M/s Ingram Micro India Private Limited,21.04.2021,09.07.2021,Import of Handsfree Android Tablet Class Wearable Computer Brand: RealWear Models No : HMT-1 HMT-1Z1,CAAR/Mum/ARC/18/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/4. Ms Ingram Micro India Pvt Ltd.pdf,YES
Mumbai Rulings,42,414,M/s. King Kaveri Trading Company,24.03.2021,02.07.2021,Import of parts of Axle for trailers falling under Tariff Item 8716 90 10 of the first schedule in C,CAAR/Mum/ARC/16/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/5. King Kaveri Trading Company.pdf,YES
Mumbai Rulings,42,415,M/s SKY IMPEX,15.04.2021,02.07.2021,Import of Synthetic Rubber in Primary Form,CAAR/Mum/ARC/17/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/6. Ms SKY IMPEX.pdf,YES
Mumbai Rulings,42,416,M/s GDPK Returnable Solutions India Pvt Ltd,11.05.2021,12.07.2021,Classification of Intermediate Bulk Containers,CAAR/Mum/ARC/19/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/7. Ms GDPK Returnable Solutions India Pvt Ltd.PDF,YES
Mumbai Rulings,42,417,M/s Endress + Hauser (India) Pvt. Ltd.,27.04.2021,12.07.2021,"Import ofCorolis flowmeter with order code Cubemass C100, C300, C500 Corolis flowmeter with order co",CAAR/Mum/ARC/20-31/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/8-19. Endress+Hauser India Pvt Ltd.pdf,YES
Mumbai Rulings,42,418,M/s Sharik Salim Zaveri,09.03.2020,01.06.2021,Classification of Betel Nut,CAAR/Mum/ARC/12/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/7. Ms Sharik Salim Zaveri_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,42,419,M/s. ELG India Private Limited,11.03.2020,24.05.2021,Classification for import of Stainless Steel Scrap,CAAR/Mum/ARC/11/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/8. Ms. ELG India Private Limited_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,42,420,M/s Bhagwan Corporation,17.03.2020,20.05.2021,Classification of Betel Nut,CAAR/Mum/ARC/9&10/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/9. Ms Bhagwan Corporation_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,421,M/s. BMG Corporation,17.03.2020,20.05.2021,Classification of Betel Nut,CAAR/Mum/ARC/9&10/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/10. Ms. BMG Corporation_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,422,M/S. SRG Enterprises,24.02.2020,29.04.2021,Classification of Betel Nut,CAAR/Mum/ARC/5&6/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/5. MS. SRG Enterprises_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,423,M/S Sym Company,24.02.2020,29.04.2021,Classification of Betel Nut,CAAR/Mum/ARC/5&6/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/6. MS Sym Company_Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,424,M/s Larsen & Toubro Ltd. � Construction Heavy Civil Infrastructure Division,11.05.2020,27.04.2021,Classification of Tunnel Boring Machine,CAAR/Mum/ARC/4/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/4. Ms Larsen & Toubro Ltd. Construction Heavy Civil Infrastructure Division Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,425,M/s. Samreen International Pvt.Ltd,31.12.2020,15.03.2021,Classification of Betel Nut,CAAR/Mum/ARC/3/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/1. Ms. Samreen International Pvt.Ltd Adv Ruling-compressed.pdf,YES
Mumbai Rulings,43,426,M/s. Sandvik Mining & Rock Technology India Private Limited,15.12.2020,11.03.2021,Classfication of Underground Mining Truck,CAAR/Mum/ARC/2/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/3. Ms. Sandvik Mining & Rock Technology India Private Limited Adv Rulings-compressed.pdf,YES
Mumbai Rulings,43,427,M/s. Dow Agro Sciences India Pvt. Ltd. Mumbai,10.12.2020,05.03.2021,Classification of Biopesticides,CAAR/Mum/ARC/1/2021,https://www.cbic.gov.in/CONTENTREPO/CAAR/2.Ms. Dow Agro Sciences India Pvt. Ltd._Mumbai Adv Rulings-compressed.pdf,YES
